CID,QID,CUserID,CBody,CDate,IsReply,ParentID
188530637,6392417,11189875-498d-4d06-b62f-70f5baced7c5,"بچه هسمایمون بود.یهو از خواب بیدار میشد جیغ میکشد فحش میداد‌.تا ۱۲سالگی دارو خورد بعد کم کم قطعش کردن.میگن‌اگه‌اینا کنترل نشه‌هیجانشون در اینده میتونن به خودشون یا بقیه اسیب بزنن.","1400/02/11 23:04",0,
188530967,6392417,d8a4d50e-4848-48ae-b8f9-d97376dace47,"پسر من خیلی عجیبه رفتارش وسواسیه.خیلی پر انرژیه","1400/02/11 23:06",1,188530637
230809534,8342570,f16a3e8f-a815-4cb1-9236-96c8ef3503fb,"از ۴-۵ سالگی مخصوصا زمان ورود به مدرسه","1400/12/28 20:03",0,
230813438,8342570,67f44121-66ff-4568-9648-57b4402e97ea,"تو بچه ده ماهه مشخص نمیشه؟","1400/12/28 20:40",1,230809534
230814304,8342570,f16a3e8f-a815-4cb1-9236-96c8ef3503fb,"نه فکر نکنم","1400/12/28 20:51",1,230813438
230814429,8342570,67f44121-66ff-4568-9648-57b4402e97ea,"مثلا شیطون باشه خیلی","1400/12/28 20:53",1,230814304
230814799,8342570,f16a3e8f-a815-4cb1-9236-96c8ef3503fb,"نه با مشاور صحبت کنی بهت میگه قشنگه","1400/12/28 20:58",1,230814429
243813932,8973707,b7e1fa91-1cfa-4793-8b80-4eb4123c0205,"اره منم به دهترم میدادم تاکلاس چهارم الان دیگه نمیخوره","1401/04/16 15:18",0,
243813959,8973707,a0e8a3a1-cde3-4d4f-a1cc-8eb5f252de71,"یه تاپیک جامع بیش فعالی هست سرچ کن اونو مطالعه کن","1401/04/16 15:18",0,
243813968,8973707,b255e4b4-f99f-4e99-8b9e-da50b2f555ba,"اگه دکتر تجویز کرده حتما حتما طبق دوز تجویزی بهش بده بخوره که خیلی حالشو خوب میکنه","1401/04/16 15:18",0,
243814199,8973707,11e4ca7e-6265-46b9-aacd-ca0118885a41,"پسر من بیش فعاله ولی استراموکس میخوره ریتالین بهش نساخت","1401/04/16 15:20",0,
243814399,8973707,244c9df0-cdb2-4bd7-875f-61933937aa87,"من پسر دختر خالم چندین سال میخورد و بینهایت راضی بود","1401/04/16 15:22",0,
60929392,1828551,8b04456c-7d4c-4409-b85b-0f15acf08b08,"روانمونو بهم ریخته.تمام","1397/03/14 22:49",0,
60929450,1828551,5156c897-f41d-4a4d-bdb0-36ccf81cebd5,"فك كنم نسل جديد همه بيش فعالن","1397/03/14 22:50",0,
60929454,1828551,794171c0-7a4f-42ed-9f3e-2927774e1cdf,"ببخشید .میخاستم بدونم زمان بارداری کندر خوردین؟","1397/03/14 22:50",0,
60929510,1828551,8bd4e5fa-d6f2-4de4-8fa1-084a3a6bbea3,"من خوردم متاسفانه","1397/03/14 22:50",1,60929454
60929615,1828551,794171c0-7a4f-42ed-9f3e-2927774e1cdf,"بخاطر همونه پس","1397/03/14 22:52",1,60929510
60929647,1828551,1979e5f9-3377-44d5-a448-b9cb82ebdd4c,"منم خوردم","1397/03/14 22:52",0,
60929672,1828551,1d84050d-a508-4d4f-9b53-480636007077,"منم خوردم اصلا بچم اروم وقرار نداره حتی وقتی بغل میشه داره دست وپا میزنه","1397/03/14 22:52",1,60929454
60929780,1828551,7731f052-7ed7-4e0d-a96d-ad77a790c92d,"من خودم بودم اصلا نمیشستم خوابم خیلی کم بود انرژیم خیلی زیاد بود خسته نمیشدم خیلی حرف میزدم همش در حال دوییدن بودم تو مدرسه سرکلاس بند نمیشدم همش بیرونم میکردن سر صف واینمیستادم درس نمیخوندم همه چیمو جا میزاشتم با بقیه بچه ها کنار نمیومدم لجباز وجبغ جیغو بودم البته اینا با این شدت واسه دوره دبستانم بود کم کم بهتر شدم","1397/03/14 22:54",0,
60929865,1828551,2c983ce2-9a3a-4e10-8a4c-f6c20bd4d43a,"من سر اولی کندور خوردم تا اخر بارداری پسرم خیلی شیطون بود همه گفتن بخاطر کندوره سر دومی فقط دو هفته خوردم این یکی از اون یکی شیطون تر از آب در اومد 😣","1397/03/14 22:55",0,
60930030,1828551,794171c0-7a4f-42ed-9f3e-2927774e1cdf,"حتما زمان مناسب نخوردین .چون کندر یه مقدار معین و در یک زمان معین باید خورده بشه","1397/03/14 22:57",1,60929865
60930178,1828551,af74c6bc-e7e1-4f6d-8673-7ad939eea279,"میگن سه ماه اول بارداری اونم باید برا دو یا سه هفته هر روز به اندازه نخود خورده بشه من تقریبا 10 روز خوردم سه ماه اول لارداریم حالا نمیدونم چی میشه دخترم هفت ماهشه فعلا ارومه😁","1397/03/14 22:59",0,
60930191,1828551,2c983ce2-9a3a-4e10-8a4c-f6c20bd4d43a,"چرا اتفاقا همون زمان مناسب رو پیدا کردم و خوردم الان یادم نیستهفته چند بود ولی میخوام بگم به کندور ربطی نداره چون سر اولی خیلی بیشتر خورده بودم","1397/03/14 22:59",1,60930030
60930447,1828551,b1948295-3419-4a61-81d5-69752d290c83,"ای وای منم قبل ۴ ماهگی تو ریحانه بهشتی نوشته بود دو هفته بخورین . خوردم","1397/03/14 23:03",1,60929865
60930519,1828551,794171c0-7a4f-42ed-9f3e-2927774e1cdf,"بیش فعالی دلایل مختلف داره مثلا .زمینه ی ارثی .برای بعضی ها هم کندر اثر میذاره .بیشتر از ده ساله دارم از خانوما میپرسم .","1397/03/14 23:03",1,60930191
60930767,1828551,2c983ce2-9a3a-4e10-8a4c-f6c20bd4d43a,"درسته حق با شماست البته اینم بگم دکترا تشخیص بیش فعالی ندادن برای پسرام فقط خیلی شیطونن","1397/03/14 23:06",1,60930519
60930855,1828551,2c983ce2-9a3a-4e10-8a4c-f6c20bd4d43a,"نه عزیزم انشالا که چیزی نمیشه من میگم پسرام خیلی شیطونن ولی دکترا هیچ وقت نگفتن بیش فعالن","1397/03/14 23:07",1,60930447
60930873,1828551,0116a71f-53cd-4611-b454-0976bc7fde06,"از دکتر روانپزشک و. روانشناس پرسیدم گفت کندر. اصلا هیچ ربطی در. بیشفعالی نداره و مدرک علمی واسه این ادعا وجود نداره. اما بهنظرم احتیاط شرط عقله.اینجور چیزا رو نخورین تو بارداری.منم یه کمی خوردم بچمم فوق العاده شیطونه از چند تا دکتر پرسیدم همشون گفتن که از کندرنیست دیگه الاهو اعلم😥","1397/03/14 23:07",0,
60930920,1828551,794171c0-7a4f-42ed-9f3e-2927774e1cdf,"خدا پسر شما رو حفظ کنه ...آقا پسرا خودشون هم یه کم شیطونن","1397/03/14 23:08",1,60930767
60930931,1828551,6808b7c4-57c7-4ec7-867d-01085a9a7424,"چه می کنید با بچه ی بیش فعال ؟ دارو بهشون میدین ؟ آیا دارو بخورن بهتر میشن ؟","1397/03/14 23:08",0,
60931036,1828551,2c983ce2-9a3a-4e10-8a4c-f6c20bd4d43a,"قربونت برم عزیزم ممنون 💖","1397/03/14 23:09",1,60930920
60931227,1828551,af74c6bc-e7e1-4f6d-8673-7ad939eea279,"پسر همسایه مامانم بیش فعاله و دارو میخوره..تا حدودی کنترل شده","1397/03/14 23:12",1,60930931
60931258,1828551,dba18fcd-2392-4265-be14-e69fe234b9fc,"حالا چه اصراری داشتی کندر بخوری؟","1397/03/14 23:12",1,60929865
60931336,1828551,af74c6bc-e7e1-4f6d-8673-7ad939eea279,"میگف از بچه میپرسیم اسمت چیه چنبار اسمشو تکرار میکنه اخرش از مامانش میپرسه مامان اسمم فللن بود دیگه اره؟؟ یه نوع وسواس پیدا کرده","1397/03/14 23:13",1,60931227
60931457,1828551,af74c6bc-e7e1-4f6d-8673-7ad939eea279,"خواهرم سر بچش کندر خورده بچش اتقدر ارووووومه یک و نیم سالشه اون یکی خواهرمم بچش دوسالشه کندر نخورده بچش فوق العاده شلوغه به کندر ربطی نداره بنظر من","1397/03/14 23:14",0,
60931589,1828551,0116a71f-53cd-4611-b454-0976bc7fde06,"زیر سن پنج شش سال دارو نمیدن.بچه وقتی میره مدرسه دارو میدن که اونم درمان نمیکنه فقط بچه رو اروم میکنه که بچه بشینه سر کلاس و. درسو بفهمه که بلا فاصله بعد از قطع دارو اثرش میره و بچه دوباره همون شیطناتو. رو داره تا بزرگ تر بشه و حالش خوب بشه","1397/03/14 23:16",1,60930931
60931609,1828551,2c983ce2-9a3a-4e10-8a4c-f6c20bd4d43a,"برای باهوش شدنشون","1397/03/14 23:16",1,60931258
60931900,1828551,6808b7c4-57c7-4ec7-867d-01085a9a7424,"پس چه کار باید کرد ؟ پسرم تو مهدکودک هم بند نمیشه ... از کلاس ژیناستیک هم اخراجش کردن !!!!!","1397/03/14 23:19",1,60931589
60932186,1828551,0116a71f-53cd-4611-b454-0976bc7fde06,"خب الان که مهد میره اگر دکتر تشخیص بیشفعالی بده دارو بهش میده.زیرسن مدرسه بهش نمیدن.","1397/03/14 23:23",1,60931900
87528820,1828551,099eba56-224a-4887-ad1f-c5efd486fd68,"سلام عزیزم پسر ۴ ساله خواهرم، بیش فعال بود که بعد از کلی مصرف دارو های شیمیایی که ظاهراً موقع مصرف بهبود پیدا میکرد توسط روانپزشک تجویز شد ؛ که دارو عوارض بدی در آینده داره ؛ این رو همه میگن تا اینکه از طرف یکی از دوستان خانم دکتر ساداتی متخصص روانشناسی کودک رو معرفی کردند وبا بازی درمانی و انجام تست استمفورد خدارو شکر العان خیلی بهتره و دارو رو با نظر روانپزشک قطع کرد کلینیک ایشون شهرآرا ۸۸۲۶۷۰۴۰ ۸۸۲۶۷۰۶۸ ۰۹۱۲۸۳۹۸۵۸۸","1398/02/01 13:24",0,
200855893,1828551,3c02b47f-27fa-4071-8456-de3a8d52b257,"بیش فعالی یه اختلال هورمونی تو مغز هورمون دوپامین بر اثر استفاده سیگار و الکل و استرس حین بارداری یا ارثی. اولین نشانه در مهم بیش فعالی گم کردن وسایل و انجام ندادن یه کار تا اتمام اون کار و نشانه های دیگر رفتار عجولانه و پرخاشگری و نمیتونه تو صف خرید منتظر بمونه گوش ندادن به صحبت طرف مقابل و پر حرفی و عدم انظباط و منظم بودن‌و انرژی زیاد که نقص عدم توجه همراه بیش فعالیه اگه فقط انرژی زیاد داشته باشه میشه هایپر اگه فقط وسایلشو گم می کنه یا فراموش میکنه که چکاری باید انجام بده میشه نقص توجه لطفا در زمان بچگی درمان کنید که در بزرگسالی درمان نداره فقط کنترل میشه کرد درمان با قرص ریتالینه که کودک با خوردن قرص و بزرگ شدن مغز خود به خود دوپامین مغز درست و اندازه ترشح می کنه","1400/05/07 00:17",0,
50814494,1551467,68f1dbaa-8783-4a44-9341-e834e5d4497a,"نمیتونه تمرکز کنه بیش از حد شیطونه کارای خطرناک زیاد انجام میده کلا اهل ترس نیست کم خوابه..","1396/10/12 00:17",0,
50822170,1551467,412041c8-5e83-4a38-934d-175dccb1e2c8,"ما تو اطرافيانمون ي پسر بچه حدودا ٨ساله داشتيم.شيطنت نداشت زياد ولي نق و نوق و گريه و جيغ زدن و سر ب هوايي زياد داشت و تمركزش رو درس خيلي پايين بود نميتونست توكلاس بشينه مشق نمينوشت وسايلشو پرت ميكرد داد ميزد پرخاشگري ميكرد نااروم بود استرسي بود خودشم اذيت ميشد خيلي زودجوش بود ...تااينكه ي دوره پيش دكتر محمدي روانپزشك كودك تهران براي مشاوره بردنش ك براش دارو تجويز كرد الانم داره دارو مصرف ميكنه خيلي خوب شده از همه نظر رفتاري خورد و خوراك و خواب و تمركز رو درس و انجام تكاليف خيلي همكاري ميكنه اروم شده و خودشم خيلي راضيه از خودش اعتماد ب نفسش بيشتر شده ازاينكه بيخودي داد نميزنه پرخاش نميكنه و ثبات داره خيلي احساس خوبي داره","1396/10/12 02:35",0,
50828820,1551467,932bda43-4b2d-4346-a1b0-dd3b6f9673d7,"من یه دختر4 سال ونیمه دارم پرخاشگره به همه برمیگرده وبی احترامی میکنه حتی چند روز پیش مادر بزرگش روهل داد نزدیک بود بخوره زمین. بچه هارا اذیت میکنه بعضی هاشونو عمدا من رو اذیت میکنه وهی میخنده با چاقو تهدیدم میکنه یکی دوبار پیش اومد میره توی یخچال میشینه میره روی دراور، یادم که میاد تازه راه افتاده بود میرفت توی کمد خودش وایمیستاد وکمدش افتاد روش ماکارونی آتیش میزنه وهی میخنده ومیگه شمع تولده وقتی نشسته هی تکون تکون میخوره حس میکنم جیش داره میگم برو توالت میگه دارم میرقصم. موقع خواب موقع مسواک زدن همش باهم دعوا داریم. راستش تا الان زیاد بهش فکر نمیکردم اما واقعا خسته ام کرده شوهرم قبول نمیکنه ببرمش دکتر ومیگه از باهوشیشه. چیکارکنم به نظرشما؟ پیش چه دکتری باید ببرمش؟ به نظرشما این علایم میتونه مربوط به بیش فعالی باشه؟ راستی همش میگه اسم مدرسه پیش من نیار من اصلا مدرسه نمیرم","1396/10/12 10:38",0,
50832265,1551467,932bda43-4b2d-4346-a1b0-dd3b6f9673d7,"کسی نیست جوابمو بده؟","1396/10/12 11:36",0,
51011314,1551467,6df33791-7dc3-4e1a-a28b-a21e340a90b0,"سلام به نظرم یا در اثر توجه زیاد اینطور شده یا به دلیل اینکه زیاد دعوا شده یا حوصله نداشتین براش چنین رفتارهایی داره .چون بچه داری واقعا حوصله میخواد. بچه ها معمولا رفتار والدین رو به اونا تحویل میدن. اما ممکنه واقعا نیاز به پزشک روان کودک داشته باشه. و البته چیز مهمی هم نباشه و با چند توصیه و تغییر رفتار شما و پدرش مشکلتون حل بشه. اما مشورت با یه دکتر اطفال بی ضرره.","1396/10/14 14:26",0,
51012599,1551467,932bda43-4b2d-4346-a1b0-dd3b6f9673d7,"مرسی از شما","1396/10/14 14:45",1,51011314
51607680,1551467,70a5115e-c7e2-41cf-8dc8-9750654a1be8,"عزیزم بچه های بیش فعال فوق العاده اکثرا باهوش هستن اما نمیتونن از هوششون درست استغاده کنن چون تمرکز ندارن دایما در حال جنب و جوش هستن و کارای خطرناک میکنن و با دعوا ابدا اروم نمیشن من مادرم معلم و بچه بیش فعال زیاد دارع اکثرا قرص ریتالین بهشون تجویز میشه که بچه رو اروم اروم میکنه و بدون اون ابدا تو محیط مدرسه نمیمونن چون حتی گاها باعث اسیب رسوندن به بچه های دیگه میشن... تو درس خوندن هم ک صد در صد دچار مشکل میشن چون حوصله کتاب و دفتر و.حتی گوش کردن به معلم ندارن حتما دختر نازتون رو پیش روانشناس کودک ببرین از حالا درمان شه بهتر از بعدهاست به همسرتون بگید همونجوری ک چکاپ جسم مهمه چکاپ روح و روان هم مهمه چون بچه کوچیک و خودش مشکلاتش رو نمیفهمه شاید ما جایی اشتباه رفتار میکنیم بهتره بریم و رفتار خودمون رو درمان کنیم بیشتر تشویقش کنید بیشتر بهش اعتماد ب نفس بدید اگه چاقو بده داد نزنید وقتی دستشه با ارمش توضیح بدید چون این بچه ها فوق العاده لجبازن... بازی هایی ک تمرکز رو بالا میبرن حتمااا انجام بدین باهاش که یاد بگیره ارامش داشته باشه نگران نباشیدددددد ان شاءالله که این وروجک خانمممم همیشه صحیح و سلامت باشه","1396/10/21 23:20",0,
51609416,1551467,932bda43-4b2d-4346-a1b0-dd3b6f9673d7,"چقدر جال بود برام اتفاقا تویه تاپیک دیگه الان داشتم حرص بچمو میخوردم. مرسی ازشما.","1396/10/21 23:48",1,51607680
51609751,1551467,70a5115e-c7e2-41cf-8dc8-9750654a1be8,"عزیزممم اتفاقا اونجا پستتون رو دیدم ولی گفتم تو تاپیم خودتون جواب بدمممم","1396/10/21 23:54",1,51609416
113421327,1551467,b4306dce-8197-4bf7-963d-0f9dd8ac9f0f,"سلام دوستان خانم مهسا دکتر ساداتی متخصص روانشناسی کودک درمان انواع اختلالات کودک و نوجوان را علاوه بر بازی درمانی با نوروفیدبک هم انجام میدند پسرم که مشکوک به بیش فعالی بود و توسط روانپزشک دارو درمانی هم شروع کرده بود بعد از معاینه بالینی و گرفتن تست توسط خانم دکتر ، بازی درمانی و نوروفیدبک را شروع و العان خدارو شکر پسرم خیلی بهتر شده و تونستیم داروها را کم کم قطع کنم جالبه ، نورودرمانی بر اساس پروتکل هایی که خانم دکتر از گرفتن تست از پسرم انجام شد و بخاطر این ، بازده بسیار خوبی داشت. اینو میخوام بگم که نورو درمانی کار هرکسی نیست لطفا پول و وقتتون را در جای مناسب هزینه کنید من که خدارو شکر میکنم فرزندم کم کم داره بهبود پیدا میکنه.🥰🥰","1398/09/06 15:59",0,
113421652,1551467,932bda43-4b2d-4346-a1b0-dd3b6f9673d7,"علایم بیش فعالی چیه عزیزم؟","1398/09/06 16:01",1,113421327
113456980,1551467,b4306dce-8197-4bf7-963d-0f9dd8ac9f0f,"برخی از آنان‌ تمایل‌ به‌ ارتباط‌ با کودکان‌ و نوجوانان‌ بزرگتر از خود دارند ، آنها اغلب‌ دوستانی‌ بزرگتر از خود انتخاب‌ می ‌کنند و از دوستی با نوجوانان‌ لذت‌ می ‌برند. اگرکودک بیش فعال بیمار درمان نشود، احتمال افت شدید تحصیلی وجود دارد. اگر درمان مناسبی انجام نشود بیماری عوارض خاص خود را ادامه می دهد و ممکن است افت تحصیلی شدید برای آینده کودک اتفاق افتد، علیرغم اینکه خیلی از این بچه ها عقل و هوش خیلی خوبی دارند. والدین به هنگام بروز علائم مثل لجبازی و… کودکان خود را مورد توبیخ و تنبیه قرار ندهند چرا که سرزنش هایی که اتفاق می افتد ممکن است روی اعتماد به نفس بجه ها اثرات سویی بگذارد. بزرگ کردن هر کودکی به آموزش والدین نیاز دارد؛ اما کودک بیش فعال نیروی ویژه ای را می طلبد. اگر به عنوان والدین کودک، نقش خود را به خوبی در مقابل همه کسانی که در درمان کودک شرکت دارند – مانند معلمان، پزشک، روانشناس و حتی سایر اعضای خانواده ایفا کنید، مهمترین و بهترین مدافع کودک هستید. نتیجه این حمایت ها و آموزش ها این است که می توانید به کودک بیش فعال خود کمک کنید تا به سوی موفقیت گام بردارد.","1398/09/06 20:31",0,
117714654,1551467,4ee0ec35-9075-41d0-b3db-8bfcbcd25f6f,"سلام به دوستان عزیز در مورد ارزیابی و اطلاعات راجع به کودکان با اختلالات یاد گیری و بیش فعالی و ... میتوانید با مجموعه ترانه زندگی در ارتباط باشید متخصصین ما آماده خدمت رسانی به شما هستند . وب سایت ترانه زندگی","1398/10/08 13:23",0,
121640897,1551467,09469a62-bccf-441e-9b20-0ce11aa37998,"عزیزم منم موندم چیکارکنم میخام ببرم روانپزشک کودک ...پسرمنم مهمون میاد سریع میدوه میره اشپزخونه چاقوبرمیداره تهدیدمیکنه میگه گوشاتونو میبرم فوق للعاده پرخاشگروعصبی و لجباز همشم فحش میده ...پسر من ۳ساله و نیمشه","1398/11/07 01:56",1,50828820
121656238,1551467,932bda43-4b2d-4346-a1b0-dd3b6f9673d7,"عزیزم قطعا اینو پیشش گفتین که میگه","1398/11/07 08:13",1,121640897
155470496,1674187,e53f27bc-a6ce-44a1-acf1-e5c94e0bdc6d,"سلام برای غربالگری بیش فعالی در کودک می تونید از ازمون زیر استفاده کنید https://hirbodclinic.com/treatment/conners-adhd-screening/ این آزمون غربالگری ابتدا توسط کانرز در سال ۱۹۷۰ طراحی شد و ابزاری مناسب جهت غربالگری اختلال توجه و بیش فعالی کودکان (ADHD) است. در طول سال های بعد از آن، بازنگری های فراوانی در آن انجام شد. همچنین این پرسشنامه به عنوان معیاری جهت بررسی شدت علائم مبتلایان به اختلال کم توجهی –بیش فعالی (ADHD) پذیرفته شده است","1399/06/25 22:45",0,
212600035,7485135,e034eaea-a4e6-4cef-8988-a6b3efc42e10,"منم برعکس توام:-)","1400/07/30 09:23",0,
212600072,7485135,cacf5217-fe63-4b92-9386-7e87fed64f17,"خوب حالا خودت علتشو تو عنوان نوشتی","1400/07/30 09:25",0,
212600079,7485135,8d6cd392-9f8b-48a4-bd99-9f1582d57f63,"استرس نداری؟","1400/07/30 09:25",0,
212600379,7485135,30065afe-c432-45b9-a399-a9854cd6b2ff,"من تو ام یا تو منی🤔","1400/07/30 09:32",0,
212601301,7485135,7acdb8ea-898c-4e6a-9d41-395b31d99630,"یعنی ممکنه بیش فعال باشم؟ آخه بچگی زیاد فعالیتم مثل الان نبود فقط کنجکاو بودم و زیاد خونه کار میکردم الان ۵ ساعت روی هم نمیتونم بخوابم مدامم درحال تحرکم","1400/07/30 09:51",1,212600072
212601317,7485135,7acdb8ea-898c-4e6a-9d41-395b31d99630,"تو چجوری میشی؟","1400/07/30 09:51",1,212600379
212601345,7485135,7acdb8ea-898c-4e6a-9d41-395b31d99630,"چرا آدمه وسواسه فکری، مضطرب و از اینا که مدام فکر میکنن و استرس دارنم","1400/07/30 09:52",1,212600079
212601388,7485135,7acdb8ea-898c-4e6a-9d41-395b31d99630,"😂همش میشینی؟","1400/07/30 09:53",1,212600035
212601423,7485135,8d6cd392-9f8b-48a4-bd99-9f1582d57f63,"با مشاور صحبت کن من پسرم همش بی قرار بود یکم بی توجه و تمرکز با یه مشاور تلفنی صحبت کردم حتی تو واتساپ تست هم فرستاد انجام دادیم و...","1400/07/30 09:53",1,212601345
212601521,7485135,30065afe-c432-45b9-a399-a9854cd6b2ff,"همینجوری انقد اختلال و افسردگیم شدیده ک نگو","1400/07/30 09:55",1,212601317
212601623,7485135,cacf5217-fe63-4b92-9386-7e87fed64f17,"احتمالاً","1400/07/30 09:57",1,212601301
212601638,7485135,8d6cd392-9f8b-48a4-bd99-9f1582d57f63,"من شماره ی اون مشاور تلفنی که خودم باهاش صحبت کردم میذارم عالی بود خانم عالمی09378717536","1400/07/30 09:58",0,
212619402,7485135,7acdb8ea-898c-4e6a-9d41-395b31d99630,"دستت دردنکنه عزیز چون از بچگی زیاد اینجوری نبودم تعچب میکنم الان یهو اینهمه فعالیت بدنیم بالا شده","1400/07/30 13:56",1,212601638
212619429,7485135,7acdb8ea-898c-4e6a-9d41-395b31d99630,"نه بابا ۱۶ سالمه دهمم","1400/07/30 13:57",1,212601623
212619543,7485135,7acdb8ea-898c-4e6a-9d41-395b31d99630,"افسردگی شدید و منم گرفتم اختلالات تغذیه و هزارتا چیز دیگه ولی دارم سعی میکنم بهشون غلبه کنم چون حق زندگی دارم واقعا یه ساله خسته شدم از اینکه با حسرت به همسنام نگاه کنم","1400/07/30 13:58",1,212601521
212619657,7485135,cacf5217-fe63-4b92-9386-7e87fed64f17,"رشته چی؟","1400/07/30 13:59",1,212619429
212747477,7485135,7acdb8ea-898c-4e6a-9d41-395b31d99630,"ریاضی","1400/08/01 15:22",1,212619657
212755951,7485135,cacf5217-fe63-4b92-9386-7e87fed64f17,"بیش فعال باش تو درس خوندن","1400/08/01 16:42",1,212747477
212829381,7485135,7acdb8ea-898c-4e6a-9d41-395b31d99630,"الان سه سری مشکلات برام پیش اومده من نمره زیر ۲۰ نداشتم و فقط با لذت مباحث و میخوندم الان عدم تمرکز و اضطراب و بی قراری گرفتم انگار یکی دیگه شدم","1400/08/02 07:36",1,212755951
215908798,7485135,b0790e93-a1ea-418e-a9e9-ef7870f76da7,"به نظرم بیشتر اضطراب داری","1400/08/28 01:20",0,
197213336,6776226,f28c0cca-7973-4dfa-848c-3d16adecf580,"ببرش روانشناس‌ یا روانپزشک کودک","1400/04/11 00:15",0,
197213507,6776226,1011c211-f000-4fa8-96e7-acadfa944da9,"میترسم ببرمش از رو حرفهای خودم بگه اره بیش فعالی داره و دارو شروع کنه .","1400/04/11 00:16",1,197213336
197213708,6776226,f28c0cca-7973-4dfa-848c-3d16adecf580,"نه بابا از روی حرف های تو که نمیگه کلی تست دارند برای این که مطمئن باشی ببرش پیش سه تا دکتر مختلف در ضمن از دارو هم نترس","1400/04/11 00:17",1,197213507
197914398,6776226,cdecfd50-33dd-420f-9eec-9bee017d7562,"ول بچه بیچاره رو ، پسر منم ۴سالشه اینطوریه ، اینم تازه مد کردن روانشناس ها ، باید حوصله به خرج بدی","1400/04/16 05:07",0,
236991540,8640968,d5e5e29c-e31d-489c-873f-3340defc04ba,"حتما پیش روانشناس هم ببر.ولی اگر واقعا پسرتو نمیتونی کنترل کنی باید بهش قرص بدی.ولی تجربه من بهت میگم سعی کن واقعا خودت کنترلش کنی تا سن مدرسه .اگر در مدرسه دیدی به دلیل بیش فعالی دچار مشکل میشه قرص رو بده.پسرمن تا قبل از مدرسه میگفتم بیش فعاله بعد از ۷ سالگی تغییر کرد وتو مدرسه و درسش هیچ مشکلی نداره.خدارو شکر میکنم اون موقع بهش قرص ندادم بیخود","1401/02/22 11:07",0,
236991633,8640968,d90eb190-7629-4083-9df5-9085271fe7a2,"والا این چیزا که شما گفتید بچه های ما هم انجام میدن ولی بهش نمیگیم بیش فعال سعی میکنیم انرژیش رو یه جوری خالی کنه .ببرش کلاس ورزشی مثل ژیمناستیک .ببرش پارک اینقده بدوه و بپره خسته بشه .خودت باهاش بازی کن .یکی از هم سن و سالاش رو دعوت کن خونه باهاش بازی کنه .باید خودت روبراهش کنی .دارو فقط بچه رو اذیت میکنه .","1401/02/22 11:08",0,
236992001,8640968,d98457f0-9e2e-46f6-9d52-75d39161730f,"برای این سن طبیعیه شیطنتش، دکترا هم فقط بلدن رو بچه ها عیب بذارن. کاربر. تپلو۹۲ یه تاپیک جامع درباره بیش فعالی داره، بخون از تجربه مامانا استفاده کن","1401/02/22 11:12",0,
98488295,3031272,d98b0d87-1dc1-4d12-b591-c84ad2a58d07,"چی خوردی مگه تو بارداریت؟ بری دکتر بسری قرص خواب آور بهش میده. سعی کن بهش کارو مسئولیت بدی سرش گرم شه","1398/05/03 08:01",0,
98488348,3031272,066d4908-1dff-4a81-8dca-45b9a4b9600c,"که همیشه عمرش بخوابه ؟ عوارض داروها هم ب کنار","1398/05/03 08:02",1,98488295
98488424,3031272,d98b0d87-1dc1-4d12-b591-c84ad2a58d07,"اره خیلی بده. کبدم مشکل دار میشه","1398/05/03 08:05",1,98488348
98488425,3031272,d13c5382-5cbb-4ce6-9d25-7c606d16b671,"همسر منم پیش فعاله .پا به پاش باید بیدار بمونم .بعض وقت ا گریم در میاد ‌.مثلا از مسافرت میایم چمدونو نزاشته زمین .میگه آمان حوصلم سر رفته به ریم یه دور بزنیم ..واقعا درکتون میکنم آدم جونش در میاد","1398/05/03 08:05",0,
98488578,3031272,b4d857f0-b27a-4671-94c9-5147d49732a7,"دوستان اخه مادر طفلکیش بیچاره میشه بد نیست ی قرص با دوز پایین زیر نظر دکتر بهش بدن من چندتا از اطرافیان رو دیدم که بچه ها با مصرف قرص ارومتر شدن به نسبت قبل و اصلا هم خواب اور نبوده","1398/05/03 08:09",0,
98488710,3031272,0beab723-8c83-4e6c-b3c8-1f07dbd80f98,"شکلات و قهوه و‌چیزایی‌که انرژیشو‌زیاد میکنه نده بفرستش فوتبال یا باشگاه انرژیش‌ تخلیه شه پیش روانشناس متخصص بیش فعالی‌هم ببر","1398/05/03 08:12",0,
98488863,3031272,695f87ae-0b56-497e-9f1f-009e6444c80f,"خوش به حالت","1398/05/03 08:16",1,98488425
98488874,3031272,695f87ae-0b56-497e-9f1f-009e6444c80f,"مارا","1398/05/03 08:16",0,
98489091,3031272,d13c5382-5cbb-4ce6-9d25-7c606d16b671,"سخته از این ور بوم هم افتادن .خیلی د’د’ریه .","1398/05/03 08:21",1,98488863
149096871,4813977,fc189ec3-aadd-48b4-8f07-268af3da474f,"علائمش چیه؟","1399/05/14 10:21",0,
149134329,4813977,2b20898a-cb74-431c-b30d-6f40195f7792,"عزیزم من یک تاپیک جامع زدم براش امیدوارم بهتون کمک کنه تمرینات کلاسایی که پسرم توش میرفت گذاشتم https://www.ninisite.com/discussion/topic/4771304/من-مادرم-مادر-کودک-بیش-فعال?page=1","1399/05/14 15:06",0,
