QID,QUserID,QTitle,QBody,QDate,QVisit
6510314,56f67755-ecf2-4acd-b13d-6f5a90dec1b7,"بهترین مرکز اوتیسم مشهد؟","سلام دوستان میخواستم بپرسم بهترین مرکز اوتیسم در شهر مشهد کجاست؟ می خوام از شهرستان برم و دنبال یه جای خوب میگردم لطفا اگه کسی می‌دونه راهنماییم کنه.","1400/02/29 21:50",63
7136826,c031bc6b-d570-489e-a81e-a40f83bf1b62,"علائمی شبیه ب اوتیسم","سلام خانوما من تازه وارد سایت شدم.","1400/06/05 21:03",279
2374414,fc2f41e3-816a-4375-b2d8-cac5cae84401,"کودک دلبند من اوتیسم دارد","کسی هست کمکم کنه 😭","1397/10/10 18:47",4356
2987570,d8a43a1b-171a-4735-b51b-ccc77585e2dc,"میگن پسرم اوتیسم داره","پسرم یک سال ونیمشه حرف نمیزنه به صدازدن عکس العمل نشون نمیده جایی میریم فقط گریه میکنه میگن علایم اوتیسمه توخونه ارومه فقط تلویزیون میبینه","1398/04/23 11:56",5735
4862442,15106a84-9d6b-4244-8d9c-6ebf2fea4972,"بچه برادرم اوتیسم داره 😢😢","یعنی میشه امام حسین قبل از محرمش این بچه را شفا بده مامانم واقعا داره پیر میشه از غصه","1399/05/22 23:33",481
1683025,53b4c6bd-52f3-490e-8aba-cfd511973ba8,"کیا بچشون اوتیسم دارن؟؟","میخوام بدونم علائمش چیه؟چطوره؟؟من شک دارم که خواهرزادم اوتیسم داره یا نه. ۲ سال و ۱۰ ماهشه ولی حرف نمیزنه..خیلی میترسم..","1396/12/28 00:17",1689
1717211,6d3078d6-4425-40b0-a061-36b5d2699884,"علائم تشخیص کودک اوتیسم","سلام","1397/01/23 18:00",227
1740007,65c506e9-88b2-48df-809d-02352e4c0b60,"کیا بچشون اوتیسم داره؟؟","کمکم کنید ب دخترم میگن اوتیسم داره ولی من باور ندارم.","1397/02/04 18:45",22872
6647086,a4a5bfe8-bca1-4bca-bc40-e22c81c6ab79,"دختر همسایه اوتیسم داره","من ناراحت نیستم می دونم دست خودش نیست دلم هم می سوزه براش ولی","1400/03/20 12:50",222
7541829,cf439213-899d-4c62-8686-1d6c8f865a41,"سلام علایم اوتیسم چیه","ت","1400/08/10 00:08",91
5190082,c8210eb4-39bc-4440-b395-538047b6444c,"علایم اوتیسم در یکسالگی","پسرم یک سالشه","1399/07/18 12:00",616
5264780,679c58e7-8e2a-444a-b2f6-ee938b48dd9a,"آیا پسرم اوتیسم داره؟","سلام دوستان پسرم نزدیک به سه سالش هست و حرف نمیزنه در حدی ک دیگه مامان بابا هم.نمیگه قبلا خیلی کلمات میگفت ولی الان نه تمرکز حواس نداره هوشی خ خوبه حرکتی خ عالیه تعادلی حسی هم خ خوبه تنها مشکلش حرف نزدنش و اینکه کلا از کوچیکی ی اسمش برنمیگشت دکتر بردم گفت باید کار درمانی کار کنه ولی نظر قطعی نداد ب اوتیسم ولی ی کار درمان ک میبرم میگه این بچه اوتیسم نیست اما ی کاردرمان دیگه میگه احتمال داره اوتیسم باشه ولی خفیف هس توروخدا آگه تجربه ای یا اطلاعاتی دارین کمکم کنید؟از جمع گریزون نیس ولی بیشتر تمایل ب بازی فردی داره تا گروهی مگه اینکه بدو بدو باشه. از صدای بلند...هم ترسی نداره ترس و ارتفاع و...خوب درک میکنه","1399/08/01 16:37",311
2314194,9ff1993d-084b-43f6-886a-24927c9c7a75,"تشخیص اوتیسم در بارداری","سلام ایا راهی وجود داره قبل از تولد اوتیسم یا احتمالش مشخص شه؟","1397/09/18 01:20",544
7304241,3ba76803-80c0-4884-a5e9-7c5c50701b21,"تبخال تناسلی و اوتیسم","اونایی که بچشون اوتیسم ایا واقعا تبخال تناسلی داشتزن؟من تو این شرایطم تبخال زدم و نمیدونم قبلا تو بدنم بوده یا الان اومده","1400/06/31 18:57",89
624396,66bc6fcb-c0d8-4f3f-ae06-72b9fdd2a0c6,"بیماری سلیاک و اوتیسم","فروشگاه سلیا عرضه کننده محصولات گلوتن فری و کازیین فری با کیفیت عالی و قیمت مناسب برای بیماری سلیاک و اوتیسم آدرس : تهران ، بزرگراه جلال آل احمد ، مجتمع پاسارگاد تلفن : 09129379607 02144265579","1393/06/12 00:14",529
2452704,3b49bca8-8bd9-4483-9127-18bebe8e0f90,"مستند زندگی با اوتیسم","دوستان شبکه سلامت داره پخش میکنه دوست داشتید ببینید❤","1397/11/08 15:03",72
2954145,d1df76cc-c5a9-433a-aa34-bfcd1c201cb7,"سوال راجع به اوتیسم","سلام خانما بچه ی من‌ ۹ ماهشه همه چیش کاملا عادیه","1398/04/15 02:05",552
2984693,5dce7f6e-7c20-4c4a-a6d4-1f12d11f5050,"راهنمایی راجع به اوتیسم😞","سلام، مادرایی که بچه اوتیسم دارن یا کسایی که از نزدیک دیدن میشه کمکم کنید","1398/04/22 18:22",211
5856113,7a0ec010-9441-42cf-a632-d15418d9f2a3,"آیا پسرم اوتیسم داره؟","هر چی صداش میکنم نگام نمیکنه ده ماه و نیمهشه","1399/11/15 19:47",301
6492906,c7857e7f-5a20-4645-8111-d0945f730774,"کیا فرزند اوتیسم دارند؟","چند سالشونه؟","1400/02/27 02:26",2414
111585,3317f442-21c3-4550-88bd-753bd3301ce6,"کودکی با نشانه های اوتیسم","سلام به همه دوستان ، پسر من 3 سال و یکماه داره و هنوز درست صحبت نمی کنه ، در حد یک بچه 2 ساله .... من برداشتم این بود که به دلیل آنکه از نوزادی باهاش انگلیسی صحبت کردم . کارتونهای انگلیسی دیده و بعضا کتابهایش هم انگلیسی بوده ، دو تا زبان رو با هم قاطی کرده و از 5/2 سالگی انگلیسی رو قطع کردم . کمی بهتر شد اما بعد متوجه شدم به محیط اطراف تا حدی بی تفاوت هستش و کلماتی که بهش یاد میدم اکو میکنه مثلا میگم آب می خوری اونهم میگه آب میخوری ! در ضمن دائما در دنیای شخصیتهای کارتونی سیر می کنه و با بچه های همسن خودش اصلا بازی نمی کنه . تصادفا با مجموعه ای آشنا شدم که علاوه بر کارهای هنری و خلاقیت با مراکز کاردرمانی هم در ارتباط بودند و مدیر اونجا به من گفت که کودک شما احتمالا اوتیسم داره و من برای اولین بار اسم این اختلال رشدی رو شنیدم و از آنروز من و همسرم غصه دار شدیم کلی در اینترنت ، مطلب خوندیم و به دنبال مراکز درمانی و پزشک متخصص برای گرفتن تشخیص رفتیم و جالبه بدونین که هر کدام یک چیزی گفتن . در نهایت مرکز گفتار درمانی رشد به مدیریت دکتر پیشیاره از همه به نظرمون بهتر اومد و تشخیص رو SID ( ناهماهنگی حواس پنجگانه ) دادند با احتمال اوتیسم ضعیف که گفتند تا 5 سالگی نمی شه نظر قطعی داد . متاسفانه مرکز درمانی بسیار تنگ و تاریک و تا حدی کثیف هستش اما ما چاره ای نداشتیم حداقل حرفهایی که شنیدیم به نظرمون منطقی تر اومد ولی هنوز کار را شروع نکردیم . من از همه دوستانی که در این سایت فعالیت دارند تقاضا دارم اگر تجربه ای در این زمینه دارند من را راهنمایی کنند . من در کتابی خواندم که در کشورهای پیشرفته برای اینگونه اختلالات ، انجمن تشکیل داده می شه و مادرها هر هفته در این انجمن به تبادل نظر می پردازند و در نهایت نوشته شده بود که اینگونه جلسات بیشترین کمک رو به خانواده ها کرده بود اما من اصلا همچین چیزی در تهران پیدا نکردم . لطفا پسر من رو در این ماهها دعا کنید که بتونه زندگی نرمالی رو تجربه کنه .... منتظر نظراتتون هستم","1391/04/02 11:58",1736219
735182,31692e28-3d60-4583-b4f4-a660465e164c,"علایم کودکان داری اوتیسم","پسر 16 ماهه من بعضی از این علایم داره من خیلی نگرانشم هنوز دکتر نبردم میشکه کمک کنید که باز چه علایمی دارن یا چه ازمایشتاتی","1392/10/07 14:18",2443
3302416,475917af-9c66-43f1-bd9c-d53eb2687fa6,"مدرسه اوتیسم یا استثنایی ...","سلام دوستان","1398/07/07 00:09",245
4544556,abfd3377-aa66-423d-8882-36fc17187008,"درباره اوتیسم سوال دارم","خواهش میکنم نگین علائمش چیه و از کی فهمیدی و این جور سوالا، خیلی خسته و بی رمقم","1399/03/27 17:04",364
5139455,98ffce35-8490-489c-9b25-7d951f37711a,"کودکی با علائم اوتیسم","سلام میخواستم بدونم علائم اولیه اوتیسم چیه","1399/07/09 15:26",275
2698718,1ec1872a-972f-4f37-9c29-d932e6dc80fc,"کودک مشکوک به اوتیسم","سلام خانما. پسر خواهر شوهرم سه سال و نیمشه اصلا صحبت نکرده تا الان ارتباط چشمی نداره یه رفتارای خاصی داره چند تا دکتر گفتن مشکوک به اوتیسمه حالا دارن میارنش مشهد که پیش چند تا دکتر خوب ببرنش میخواستم ببینم چه دکتری باید مراجعه کنن. خودم براشون مغز و اعصاب وقت گرفتم دیگه کجا باید برن؟؟","1398/02/06 14:11",519
2695523,1ec1872a-972f-4f37-9c29-d932e6dc80fc,"کودک مشکوک به اوتیسم","بچه ها چه دکتر هایی باید ببریمش؟؟ میشه راهنمایی کنید؟","1398/02/05 12:51",697
1537547,8ff0de46-ba3e-43fb-9600-1f928bab6818,"تشخیص اوتیسم در بارداری","خانوما کدومتون در دوره بارداری آزمایش یا غربالگری برای تشخیص اوتیسم دادین؟ اصلا امکان تشخیص در دوره بارداری هست؟","1396/10/02 23:24",2444
1639768,1747925b-146f-485f-8cf4-e85d5a48f994,"ارتباط کلومفین با اوتیسم","محققان به این نتیجه رسیدند که متاسفانه مصرف کلومیفن و داروهای کمک باروری احتمال ابتلا به اوتیسم و اختلالات دیگه رو افزایش میدند. جایی هم خوندم که خیلی از مادرانی که بچه هاشون اوتیسم داشتند گفتند که کلومیفن مصرف کرده بودند.","1396/12/02 12:03",291
5947817,aebe2abf-1b73-446c-b518-b193fcee4352,"کسی بچه اوتیسم داره","نوزادی دیه باشه که اوتیسم داشته باشه علائم تو نوزادی چی بوده","1399/12/01 16:55",165
6968469,3cdc6e47-a905-464b-bec1-87242e56033d,"تشخیص اوتیسم برای فرزندم😞","سلام","1400/05/11 07:58",1814
1830524,40e91ea6-1ce0-4075-b47a-45c1051cffd2,"کسی هست بچش اوتیسم داشته باشه؟","میشه راهنماییم کنید. چطوری با اینجور بچه ها باید رفتار کرد یا ارتباط برقرار کرد؟","1397/03/15 18:56",1074
1724638,d52c7500-0f50-4862-9b2d-671eee0e408b,"کسی در مورد اوتیسم اطلاعات داره","نوزاد 16 ماهه دارم.کسی در مورد اوتیسم اطلاعات داره","1397/01/27 20:08",419
4607489,4d40f4f2-b8f7-4639-acaa-a713f8d01727,"کسی بچه اوتیسم داره اینجا","؟","1399/04/08 02:49",120
2257636,5aec9934-5d11-4d3b-ac43-b9dca41db16f,"تشخیص اوتیسم برای بچه یکساله","میشع بگید چطوری بتونیم بفهمیم بچه یکساله اوتیسم داره ؟ خواهرم خیلی شک داره بچه اش اوتیسم داره","1397/08/27 12:53",1501
7390419,6ac52356-b493-4a7a-b58e-cc161a7f0c74,"علائم اوتیسم لطفا راهنمایی کنین","سلام","1400/07/14 12:19",41
4560607,b5c9aa7b-0f72-4335-a1df-890e4fc0df4e,"یکی از فامیلامون اوتیسم داره😔😔😔","خیلی دلم براش میسوزه😔","1399/03/30 18:13",187
5541544,a0cb1e26-4bac-4517-bbd3-27257c04a96d,"اوتیسم در پسر ۲ ساله","خانوما کسی این مشکل و داره؟","1399/09/20 18:57",94
2510264,f5b878f8-761a-4102-9d5c-289332c49227,"خانومای ک بچشون اوتیسم دارند","لطفا میشه جواب سوال منو بدین؟","1397/11/28 22:02",291
7457158,4d6f8226-e114-4eab-bcaf-bec8f1a3d813,"بیش فعال سخته یا اوتیسم","؟","1400/07/25 16:31",114
6690283,afeb5b75-a7c0-4912-853a-e5610cc9b1ed,"سلام کی از اوتیسم میدونه","یکی از بچهای اطراف اوتیسم خفیف داره خیلی مگرانشم","1400/03/27 14:40",166
1813479,40e91ea6-1ce0-4075-b47a-45c1051cffd2,"اوتیسم. توروخدا بیاین کمک","علائمشو بگید. کسی هست بچش اوتیستیک باشه؟ چجورین اینجور بچه ها؟","1397/03/08 14:58",847
2956647,52d80627-a70f-493a-a54b-2a4667f26af0,"کسی هست که بچش اوتیسم باشه؟","از کی متوجه شدید که مشکل داره؟","1398/04/15 19:04",314
1523287,9700c03c-be94-4d74-b115-900306064d97,"کسی هست بچش اوتیسم داشته باشه","سلام.پسر من 22 ماهشه. حرف نمیزنه.از شلوغی بیذاره.خیلی زود اعصابش خرد میشه. زیاد هیچیو متوجه نمیشه. هی بهش میگم کلاهت کو.پتوت کو....اصلا گوش نمیده. اعضای بدنشو میخام بهش یاد بدم فرار میکنه.خیلی میترسم","1396/09/22 12:34",721
1372702,35fb3b8c-ef1e-4159-a7d9-decb172fdb68,"کسی رو میشناسید که اوتیسم داشته؟؟","سلام خانوما","1396/04/30 00:19",9637
1402319,b72e366e-1510-4697-8f7a-3ad68c683f52,"به اوتیسم بودن بچم شک کردم😢","سلام مامانا خواهش میکنم هرکی تجربه داره بیاد بگه دارم دق میکنم پسرم زیاد به حرفام توجه نمیکنه وقتی اسمشو صدا میزنم گاهی جواب میده","1396/06/08 09:18",9985
4697964,4d40f4f2-b8f7-4639-acaa-a713f8d01727,"کسی اطرافش بچه اوتیسم داره","؟","1399/04/24 14:55",378
7504437,44e61b33-4c77-42f4-b9e0-ede244a6120a,"گریه زیاد نشانه اوتیسم هست؟","سلام دخترم ۲سالشه و فقط مامان میگه و واسه هرچیزی در حال گریه کردنه جوری که منم کم آوردم و منم هروز گریه میکنم امروز بردم روانشناس کودک تشخیص اوتیسم داد اخه گریه میکنه ولی شرایط دیگه اوتیسم هارو نداره نمیدونم چیکار کنم!","1400/08/03 17:16",125
2703654,56f2a6ea-8785-4305-a55a-dff951eb7721,"کیا بچشون اوتیسم داره","پسرم دو سالشه گاز میگیره چنگ میزنه.. چیزی خوشش نیاد جیغ میزنه میگه شیر میخوام پلو میخوام یا بازی کنم ولی هر چی سوال کنم حرفموتکرار میکنه.. پارک میبردم با بچه ها ارتباط نمیگیره شلوغ بشه بازی نمیکنه. امروز کلا کناره گیری کرد . تا امروز هم به اوتیسم فک نمیکردم امشب مثه خوره جونم. چی کار کنم","1398/02/07 23:57",1882
8131424,b4b98535-b014-4095-bec0-aeb3819b8870,"کیا بچشون اوتیسم دارن😭","خانوما من حالم خیلی خرابه، پسرم شونزده ماهشه","1400/11/22 22:43",1054
4834853,4d40f4f2-b8f7-4639-acaa-a713f8d01727,"کسی بچه اوتیسم اطرافیانش داره","؟","1399/05/18 02:23",218
1627937,021e50b5-95e1-45e6-8296-f3546c853bb6,"دکتر خوب برای تشخیص اوتیسم","متخصص اعصاب و روان کودک و نوجوان تو رشت. کسی علایم بچه با اوتیسم خفیف رو میدونه ؟","1396/11/25 16:30",2392
1166793,0d1a4074-22ea-4884-b455-6d056d77d710,"رابطه فولیک اسید و اوتیسم","بچه ها کسی تا حالا شنیده که خوردن فولبک اسید تو بارداری احتمال اوتیسم شدن فرزند رو افزایش میده؟","1395/08/26 01:58",2994
5815323,289381e7-cb9e-4e3b-ab11-76bcf7b0bd16,"دندانپزشکی تاف برای کودک اوتیسم","سلام .کسی رفته یا تجربه ای داره میخوام پسرمو ببرم نمیدونم چجوریه خیلی نگرانم میخوام با بیهوشی باشه","1399/11/08 21:50",141
5219330,108e2200-a2aa-42db-827d-2b233a1a3012,"امروز پسرم تشخیص اوتیسم گرفت😑","بیشتر از یک و نیم ساله که درگیر معایناتش بودم یکسال فقط تو لیست انتظار بود بالاخره امروز گفتن که اوتیسم داره. پسر من نه از لمس شدن بدش میومد نه دنبال حرکت چرخشی مثل چرخ ماشین و اینا بود نه بال بال میزد نه با صدای بلند مشکل داشت و به همین خاطر هم تا چند ماه قبل اصلا فکر هم نمی کردم که اوتیسم باشه. الان ۴ سالشه. خلاصه اینکه منتظر نباشید که حتما این حرکات رو تو بچه ها تون ببینید تا دنبال تشخیص برید چون ممکنه بدون وجود این رفتار هم بچه اوتیسم داشته باشه.","1399/07/23 16:50",1186
6133651,279f7585-15dd-4e84-9f51-f71214747900,"کسی بچه اش اوتیسم داره؟","سلام مامانای عزیز کسی بچش اوتیسم داره؟؟","1400/01/03 20:15",94
8223013,cae6407f-4c37-4a47-9bac-fe2fcfb0a96d,"یافته علمی در مورد اوتیسم👇👇","‏اخیرا پژوهشگران فهمیدن یکی از دلایل اصلی ایجاد اوتیسم در نوزادان، تغییر باکتریهای روده‌ی مادران در دوران بارداریه. اگر بخوام خوشبینانه با این یافته‌ی علمی آینده رو پیش‌بینی کنم، اینجوریه که مثلا مادرا هرهفته آزمایش مدفوع میدن‌، اگر مشکلی بود درمان میشن و نوزاد اوتیسمی بدنیا نمیاد","1400/12/08 14:33",128
1689114,67ab6ac1-70b2-4375-a877-b570a407f6c3,"درنورد اوتیسم سوال دارم","دوستان سلام کسی اینجا هست بچش اوتیسم داشته باشه بتونه راهنماییم کنه، متاسفانه یه جورایی مطمینم پسرم درگیرشه","1397/01/04 19:29",2726
8378794,b23ccab4-163c-4f92-a864-baeebd89a083,"اوتیسم....خواهش میکنم بیاین","خواهر همسرم ۲ تا پسر ۱۳ و ۲ ساله داره ک اوتیسم دارن ممکنه دختر من ک ۴ ماهشه مبتلا باشه؟","1401/01/07 13:55",207
3492780,231ae66d-503e-4c8c-9f8a-9d92fda712af,"بچه ی اوتیسم داشتن خیلی سخته؟؟","سلام کسی هست دوروبرش کودک اوتیسم داشته باشه مواظبت ازشون چطوره؟؟بچه اول اوتیسم باشه احتمالش هست بعدی هم اوتیسمی بشه؟","1398/08/22 09:28",348
1609653,e8794940-5b9f-4f8b-a6b3-0139f49c6831,"در مورد اوتیسم سوال دارم دوستان","پسر من ۱۹ ماهه ست و حرف نمیزنه؛گاهی اوقات واقعا فکر میکنم اوتیسم داره خدای نکرده و بعضی وقتا هم مطمین میشم که نداره","1396/11/15 00:53",615
5901312,e19b35c5-5899-416c-b2d5-74a8983a59c0,"فولیک اسید پنج و mtrfو اوتیسم","سلام بچه ها لطفاً کسایی که فولیک اسید پنج خوردن بیان کمک .من الان هفته 22هستم بخاطر مشکل ژنتیکی هتروزیگوت مرکب و سقط قبلیم دکتر بهم فولیک اسید پنج داده بخورم الان پرنتال مولتی ویتامین و ایرویت میخورمم توشون فولیک اسید هست شنیدم فولیک اسید باعث اوتیسم میشه خیلی نگران بچم هستم موندم بخورم یا نه یه پرناتولوژی ست پرسیدم گفت اگه ویتامینی میخوری فولیک اسید فعال توش هست نباید دیگه فولیک اسید پنج بخوری یا نباید اونا رو بخوری الان نمی‌دونم اینا فولیک اسید فعال داخلشان هست یا نه و تفاوتش با فولیک اسید معمولی چیه توروخدا میدونید بیاید کمک مردم از استرس","1399/11/23 15:09",524
5910128,6ee35625-642d-4455-b855-bcb5f8d53cbd,"دکتر گفت بچه ام طیف اوتیسم 😭","سلام خیلی ناراحتم کسی هست بچه اش،اینجور باشه؟","1399/11/25 02:31",707
5996559,ecf0d53e-a6a2-447c-90f8-fdf32e67a382,"تجربه من از درمان اوتیسم دخترم","تقریبا از یکسال و نیمی دخترم متوجه تفاوتهای رفتارش با بقیه بچه ها شدیم، چون تو طیف خفیف اوتیسم قرار میگرفت و تو اون سن خیلی خودش رو نشون نمیداد، با زیادتر شدن سنش به تدریج به میزان پرخاشگریها و انواع و اقسام آزار و اذیتهاش افزوده شد، جوریکه نه میتونستیم کسی رو خونه مون دعوت کنیم نه جایی بریم، حتی چندین بار به خاطر سر و صداهایی که دخترم ایجاد میکرد و به خصوص نصفه شبها که با جیغ و داد و گریه بیدار میشد همسایه ها بهمون تذکر دادن چون ما در مورد مشکل دخترمون به کسی چیزی نمیگفتیم و تو خودمون میریختیم و سعی در بهبودش داشتیم، اولش که از اوتیسم مطمئن نبودیم با رفتن پیش مشاور، بعد که کم کم به مریضی که به اعصاب و روان مربوطه شک کردیم پای روانشناس و روانپزشک هم باز شد که آخرین بار تشخیص اوتیسم گرفتیم، و دارو درمانی شروع شد، و ما هر روز خسته تر و نا امیدتر، چون هیچ بهبودی با وجود مراجعه به روانپزشکهای متعدد عایدمون نشد، دخترم تقریبا سه سال و نیم بود که با کسی به نام آقای تبریزیان آشنا شدم، چون به خودش دسترسی نداشتم بچه رو پیش شاگرداش بردم و یه سری دارو گرفتم، لازم به ذکره که دخترم علاوه بر اوتیسم حساسیتهای شدید غذایی داشت به خاطر همین بعضی از داروها رو با احتیاط استفاده کردم بعضی رو هم با توجه به ترکیباتش حذف کردم، اما به خاطر تمام تنشهایی که به خاطر این موضوع ایجاد شده بود و خستگیهای مفرط من و پدرش شدیدا مصر بودم که درمان رو شروع و ادامه بدم، تو دو ماه اول تاثیر چشمگیری ندیدم اما تغییر رو من که مادرش بودم حس میکردم، دور و اطرافیان شدیدا منو تحت فشار گذاشتن که این مسخره بازی و ادامه ندم اما با اینکه خیلی تو منگنه بودم و بارها به خاطرش تا صبح اشک ریختم کوتاه نیومدم و با خنده همه زخم زبونها و نیش و کنایه ها رو رد کردم، الحمدلله دخترم شش سالشه و سالم سالم و خدارو از بابتش شکر میکنم، و ازش ممنونم که بهم اراده داد که پاش وایسم و الان به این طب احساس دین میکنم و امیدوارم بتونم با به اشتراک گذاشتن این مطلب با شما و همه کسایی که شاید گرفتار این مشکلن کمی از دینم رو ادا کنم","1399/12/10 01:01",4483
6828912,4c6859ee-eb64-452f-a9a9-33ad56ee171b,"کیا بچه مبتلا به اوتیسم داشتند","سلام عزیزان... میدونید علایم اختصاصی این بیماری تو سن دو سال و نیمه چیه... ممنون","1400/04/19 20:32",193
8436065,a8ebfaa1-d395-4b55-afdf-d06f13bcbfa0,"اوتیسم به چه کسایی گفتع میشع ؟","چین اصن","1401/01/18 00:29",73
1724635,d52c7500-0f50-4862-9b2d-671eee0e408b,"کسی در مورد اوتیسم اطلاعات داره","نوزاد 16 ماهه دارم. هرچی صداش میکنم برنمیگرده.10 بار صدایش کنی. 2بار نگاه میکنه","1397/01/27 20:07",96
1700259,b3842f84-db90-4114-8e53-0a0f244fc3c2,"هرکس بچه اوتیسم داره بیاددددد","من پسرم سه سال و سه ماهشه اوتیسم رو پارسال واسش تشخیص دادن کل کلاسای کار درمانی و گفتار درمانیشو گریه میکنه و با مربیش هم همینطور بود ولی باز چون مربی میاد خونه خودمون بهش عادت کرده ...خیلی غصشو میخورم میگم نکنه تکلم نداشته باشه چون حرف نمیزنه فقط آوا داره ...شب و روز من و باباش شده غصه و استرس .وضع مالیمون خوب نیست ...ب هیچکی هم مشکلشو نگفتیم فقط گفتیم دکتر گفته مشکلی نداره و خودش حرف میزنه با تاخیر ...اینقدر تو خودم ریختم دارم دق میکنم ...تمام ارزوهام از همه لحاظ بر باد رفته ...منی که میخاستم بچم پرفسور بشه الان میگم فقط حرف بزنه و مستقل بشه اصلا مدرسه نمیخاد...خیلی هزینه ها هم بالاست ...شهرمونم امکاناتش خوب نیست نمیتونیمم بخاطر وضع مالیمون بریم تهران","1397/01/14 03:41",2736
4865962,ec98f76c-6c32-4031-9151-96b25bd1e9b6,"پسرم دوسالشه مشکوکم به اوتیسم","سلام پسرم دوسالشه و حرف نمیزنه فقط اسم باباش رو صدا میزنه مامان و آب ونام نام دد و جیش میگه جمله نمیسازه زمانی که باباش بیرون میره اینقدر گریه میکنه که من نمیتونم برم و ارومش کنم دیر راه افتاد و الانم اصلا سعی در یادگیری کلمات نداره زودی خسته میشه ومیره و حتی اصلا توجه نمیکنه اگه اب یا شیر بخواد منو تا یخچال میبره اما علاقه زیادی به اسباب بازیاش نداره فقط شاید یه باز خیلی براشون ذوق کنه اما بعدش نه دوست داره بره تو کابینت بشینه و درم رو خودش ببنده خیلی نگرانم تاخیر تو راه رفتنش و حرف نزدنش نگرانم میکنه اینم بگم تا به حال کنار بچه ها نبوده تو اپارتمان و دور از خانواده ها زندگی میکنیم و بخاطر کرونا اصلا زیاد بیرون نمیریم","1399/05/23 16:14",815
2359170,d12cac7c-3db9-48d2-b98a-6b0e84b6e03f,"علائم اوتیسم چیه کسی میدونه","بچه من ۲۵ ماهه اس.درحد۱۰ کلمه حرف میزنه...گریه ادی بهانه گیری زیاددارهباید ببرم دکتر، ...توروخدا بگین خیلی ناراحتم","1397/10/05 01:43",274
2759882,4fe46062-1e0b-4159-963f-0ea5ed12bcb5,"علامت اوتیسم در سه ماهگی","ایا تو سه چار ماهگی اوتیسم علامتی داره","1398/02/24 14:07",312
2168573,e0ceaa0e-fb02-4d84-b0b3-7f8000000a46,"بهتریم مرکز اوتیسم در کرج","سلام دوستان،شبتون خوش،،،لطف میکنید بهترین مرکز اوتیسم تو کرج رو بهم معرفی کنید،ممنون ميشم","1397/07/25 00:39",358
5910159,6ee35625-642d-4455-b855-bcb5f8d53cbd,"کسی هست که بچه اش اوتیسم باشه؟","چند سالشه؟ و کاردرمانی جواب داده؟بهتر شده؟","1399/11/25 02:43",312
3173790,3dab2441-67d1-4344-b7d9-1ca792a0560a,"علائم بچه هایی که اوتیسم دارن 😳🤔","بچه ها کسی بوده دور و برتون اوتیسم داشته باشه علائم بچه ی یکساله اوتیسمی چیه؟؟؟؟واسه بچه خواهر شوهرم میخوام😔 شما راهنمایی کنید تا من بگم این بچه چجوریه","1398/06/07 04:17",1982
2507256,f5b878f8-761a-4102-9d5c-289332c49227,"خانوما کسی از اوتیسم اطلاعی داره ؟","میشه راهنماییم کنید لطفا 😟😟😟","1397/11/27 22:05",216
7760182,f5f9f2d4-a20f-4ff6-bde3-5172bef78cf5,"بچه های ک نشونه اوتیسم دارن","خانما بچه های ک نشونه اوتیسم دارن از درمان و دارو بگید لطفا از چه چیزهایی خ نتیجه گرفتید 😔😔خواهشا","1400/09/18 16:04",189
2690582,2b91cc4a-b1ac-402f-bb72-2b1b9c7342f1,"به نظر شما من اوتیسم دارم؟؟","من فوق العاده کم حرفم تو صورت دیگران نمیتونم نگاه کنم خیلی خیلی ساده ام ــ این ینی اوتیسم ـ جمله بندی ناقص دارم","1398/02/03 22:11",1094
1340843,d8f61bde-f7b2-44e5-9336-0d2d28868f6f,"کسی هست بچه اوتیسم داشته باشه؟","سلام مامانا","1396/03/08 14:47",653
5210018,44aa2fa2-db2e-434d-afcd-a82c96358b98,"از کدوم تست اوتیسم استفاده کنم؟","سلام دوستان خوبین. به نظرتون از تست GARS2 برای تشخیص اوتیسم دخترم استفاده کنم یا از تست M_CHAT ؟ کدومش معتبر تر و قابل اطمینان تره؟به نظرتون میشه خودمون تو خونه انجامش بدیم/","1399/07/21 22:28",144
2747276,c55edb58-b452-4f73-bf67-6b6d113961a2,"کسی هست بچه اوتیسم داشته باشه","سلام","1398/02/20 23:47",192
